query_id,answer
bOgoxbbiLv8B1U40,dea84ea480a38bb9 c92dd75c87a3ee48 7c624170f4031c74 19542e66866bd3d3 87868833365fcbc7 ec50f53aff7d2147 47efec9d6ab3632d 3aa280ba56e1f46c e0c3e05f6436d0e0 bd6e3e68241ddcf0 44d3ea0f78bc73f1 6260e757a6dac04c 038f58e7f1586fe5 c32a4a045d607a48 5cb2c2f62f50fd8f 676474781e29fdd8 ce250a1d8fc785db ae0790ff3ad03887 ab3bd39202b6a79a 38b44ed5e5f6764d fdc0b72434a76ca0 e8847c873fb861eb f2819984a2dbb8d3 97a7282bbb31e4ac 702f0b6d90e6eb9e 1948f62796b67135 ede082b7d9243515 0d3c5b506b687080 18c3b2557363db9f a15cc4cd3c87e1da 0ab827b45371d124 7d8d60f596a71aec 0f83d792cc7e5aba 1e0ac12e598592d5 a34478d67b5b0f4a 14d7c384e8a13750 45da6d86c52cae48 29f6dea3c1b2994d 83853cb0ae0849fd 8ce6b8e9ba8de4fa 6ea8f526a0b98768 013236c09e7d6f91 32ff6faa5776fc59 7b13f59f0e77ebd1 629e302b05aa98d1 a5f8d318ef6cc70b 99b318df4b62502c b963c7812cef013b 19b6e1b1fb6f087a ba03a439c216c0ce
gPcNWckxBKMiCARz,482748d3141b6c2b 89d2ba202c900e4c 1bf948d3b3d10124 86f4c6f9546ff967 514d01c2c7ac416d 23eefe40700438d1 626fdc0eabfc8da9 01d75f458f2983a4 2c1f7547b2de2bf3 803cadedf6487ba7 2a0948801a2007b7 a5659ec6dae3fbc8 05b3bf575bd962a0 208872334c908945 bc79ab14f874240a bcdcecec4134e3f0 8f4a958161db4603 5674c00cc47ab314 f8ad0c903ee922b9 dd4dd25fa44bfd16 6a267f990f0e75a2 5a4a50e1ceb53ad1 15a4c8dd70643eb5 fa885680a69b7fcd 78af72be37f79c63 f7d7627013b153c6 334cc2bf0180f7b6 c604e312cf786b9b a758daa28cb40b93 e090ac0f480e4f28 00f034bf1efdf9c8 13c6e77a0713e776 2921ec877b680939 fd03748cee611c8c 5c9a581be562b551 cc869e09f7464c66 e6f91e621b8313b9 6c8bce5bfae6ac10 d458e20b43fed07d 469ab4214f267933 c9fffb37724dfe5b 65bc9f94742d6216 1954693fa1a0d916 cc7882622975101b 9d6218a3790bfe70 03a6f59fe5b2758a 52b1bab66ffb600b fef93038c02a9467 62548ceef9a71b66 d3dbdfcc1efee254
VoON6NSX47YzUnUK,df4bf9f98183a346 208e357a0331381b f71e0ed122d47605 66fd8b282984e5e6 4a1ad43369aa22fd 1e587f6a7f3d650b 1b2689d41f4238f1 76fa6ac8d40730c4 59c1efa97bf5f6cf fe3e8c3c491a4e13 6a7eb7081bedae40 cfc175056fa04246 0b301234a1ec1489 77d01cf1ab91f860 f8601864fe9b9f91 717373945f70a094 28abcbfc5ece01fe 8bb6adf759e87b2c 06faa4bedac11d21 08d4aea5bf8188e1 2a31fa7fef414833 27f54e94c08b3644 a26de7c68af8a9e8 4c19bb0375131433 247d95e6d1ad7b82 1f01272f79d665eb c8ba18c3224c93c9 10447c54f29d14a6 04d9f8a2e3898e81 47fa6a6020f32938 55929f6c828ea54a 035fd57b598d421b 5a0d03fee0c62e0a 86b7937dfbca8270 a5341711edf984ea 940f6976a39132dd d5db3a41f4033053 2d78dafaa7923496 d0c7b019a40220e0 561bbebfbf086603 52d29f1c37b20439 d9547d4ac5d11501 e47e1098a4957823 902f2b844c759e58 73a7811fded9e4f0 2728f42ac979e181 26b892344423edab 6def9ebc69a802c5 d4c1e92f8244b9c5 570a2f3c3268e580
kwN9lUq32L3x8VOM,2afdc0f576cd126c a42119ab4461fa64 09e56fa6fb1b6daf 45c0c5a3e157bb67 2fcdade4689099e6 231ef606101b565c 1b0e9d388005dfcb 618aa10fcd4eeca3 787d0c1d3d186f60 776e71c51f3dff99 f9b11f3e88f7a23e 72eed790797b8577 9b331066acc17798 4ea1c39ed7cfff1e 2ae43a5b93df653f 4389926edf13a825 332663ce4a70375a 4ca19d81be0d7f62 fb2330f5aede32aa dacb0df87c2755ea 4435e4ae4c4420be d0aa1e685903a2e9 7bd09a6f141f5286 b351eae7ec6b3ae2 7031fb3d9f900cfc 68b01e6acc30e19c 707e8fedfc8abd61 ff629c9a02344a2d 484178ba46972b5a 913531522bf9abce 36f91a686cf97df4 377be0df22b860ec 0d5eae69cbc025c4 16bc58d6940925c0 f29b59c6fc9d6842 739ee5b9d5506018 9566e1aeb44947b6 1ddd82619e05b54b 67526ca22c967856 89b3b357f212c1d5 e8eb66903a65ef9b f44b96277b0e7889 2eb59f0d37e80730 3a2d1cd2c11e0e6a 59c502a7cf8fc4eb 4236ac049478484d 60bf9e7275627738 859949a3d947eb43 6234ab611a873cbc b7e4242ba3fec78f
JngF5olRZTJiI3CU,79d56d5e8bd4250e 02caed55070fbbc3 ae89a8acc6ff1d51 f2bded1f9dee8d61 3813587b43ce4430 1b45347d5825518e e156b3fe77cb89bc 35310e0570983481 fc08ac9e431b6a52 8830afda49ab5dcc 2a417c92bdefe336 97717556ecbde53b 1bdd51012b79b282 5b7430b119e06ec6 59a977905d417b6a 490023c8376b5e57 f6e8023c33290ff9 001581e2fff37e38 2045003398300ba2 6431942b212ae0e8 1b4549d11ebdb445 c8ad23c71ccc7add b7180e7d3e58bce4 584f367066b793d6 fac381b3058c5594 b91db319ee7667fa 28452699d82513f9 132d191b84623b18 311d31b73989e1bf 551f72e7dd14079c 32d1af1ab8ab5c74 7711a68b58f38d01 5bf2894b1b56445a f7427df486a7b7dc a8c3c851f0c60b5f 6f48ab38ebdb86fc fb06a470c667150c da55faa80bf8e3b4 fb4bd1615dbc622e f6698c6a248736b3 87af9fae0f9cc60b aff460bda904a414 23bd1bf155e66bc2 1956c7078ee1fcce 776062a7bdeb3a43 328b65b40d518a42 ec5241a42bd26676 c8ce03a90788ac28 bce1c97cd8eee109 7859b7edc12c3d99
eJ0zQbXiq74YKM2w,370a1328ad1a8618 c471c78a750550b1 08c223c284f932d6 8cad807561b0c279 e13b13f08ce450c7 1fa1c21ffb779bbb 45aae05622973925 9cecdefb189d5e2d e22f051724196135 e06b6b38429f6a8e d0d7783bd03bc584 84dd4089dc8b94d6 b9087409c5f70697 fc6285aa964df6b4 9302ca042c217752 8e60d9da3ec163db eab59d6c3c6c6539 31e2c517b1ba79ba a9ebf8fd7a83a879 17cad7c6c30020f0 4f1f792f65d28d46 13d6f2564287164e ec98211049830e02 97c2026e1d8928ac 11345d7c76def9f0 093fb1de3f81e28b b0fa20781f94bf33 fe9836c9dd5bce23 e1dabae08962ddb4 b40eb36415fbfca2 a8f5c6cb70f4f8bc 6a4c94c3a6f5f494 9ec3dcd028ffd519 ed747beb683ec876 17a0e131fc15a4e0 9b25a4a1d78d7584 9eeb1ba29fdb8b39 2d08dffd6ee5b294 eb245070035ea124 d6d0a38214a26c6d c6e25f5b82d91ab0 536feaacde01acc7 5179c43210ef63ea 06fd16cab31dc8e5 7c2ce8ba281eeac9 4c659ec9d87ac480 6efd3748e347221d e58069b5b349ebf5 06fe06e0d331dce1 0360f053276970f3
dZDw5OmSKxVuqgtF,ae07c1bb27be1b09 eae9403c553665b8 f8f2503088558bb8 7c40a16c09439f82 a5af58d677d4297d f61f8802231763d7 6d6b96230e8bb381 4e0ca471304ddc59 443c8fea155c4a67 3556a28ca717e153 9ae4091eed075377 60e87247c4943334 d86620913f59d3e3 6936c24d630f8c71 f0fb013d9951870e 2d4970c7b14f6d91 07362f8342322f6c 4b7fdf78dd4faa22 68ef3fb09755075a c3f4c823206cbe1c 5281c6fd56943278 6446588c51a36460 27ba8fd0249836bd 10f68c4e5130eae6 fe5adb8afcb417b5 77867fbe476ef33e 56a8a49f31de9bd0 db83a3f18ad157d4 263cc178621a6148 f4c0bfaff745d178 fe72472a5378e8ba 46a6e86f4ec63783 ffa50f402bc17e33 df5b84d8fe5ecf2b 96f4ef1514cb8e1f 2dbb11c922e7aaed 873ddec056b776ec bee3671c2872bed1 6394ca0ab71c8236 501aa240a56dda2d 4c62389d3f6f9406 c60376cb451c5227 5e2e6e30db5c739f bc3881ec18768815 333dc7ba8659d7d4 37dfb3bc43f7bd1a f79d063b366b554d 773939e4c99bb656 4be67478e828dbf4 63895a6736e9f8a7
nY3yIj7dniODNOyE,f76c87ee71f12143 c9fa3fbab185dd41 20a593210b3bc109 425ceef435198a51 d598022eeec95735 91dab5f4c2db3f62 55956847b870038a a4697e8052264138 83725951858328f7 674c9bee3be68c04 7177e469ec03d344 227d962ae2cade98 2491992510d86f24 f729d08f53b183da ccb41dd11b4a4414 abc5f0924463dc49 fc7807b77643f2f7 b356071829e0df78 8a981859783bec06 07c13554303983e9 e7450a45d85e7d29 a8a1384d9d313a42 ba5f4c94c16d7aad 5b11d23e5342e774 0e148cd1d32e30f4 9529f200d6064e16 2d7e29e6c21fa26b d06c674f0073b8d4 e94ac67624f24712 bf677a2aa076c112 8e1b4cc39668f625 38059f789d78b2d4 f9932c864971fd38 6c42e5a01d9ac00f b2b365ee8ab5158a af8cfc7f557967e3 87bb2471572d1c44 9c8762b7fe8a13d5 a4738d791e9c7285 c0fa98744c14cca8 ee249ad635b44f14 2f53c95226c14f18 52b5b1c638452fe2 acd505de0c9bb6a4 b038bd38124feffc 60f6b09c9cb6bb21 d0b813849dc74d38 284c530edcaa7b41 d858964b00e25432 9f7a84a6935bccb5
qRFyMEuTnONu8ZA2,f36951bff5a59f56 e3dbb9dc61d2afa7 f2737a874f1ba8c3 2f1b8164d1803288 fa0f4d71f1c01f00 d2956f4a6a251dd7 6da47299ca4897ed e213f15e15af749e 420668cd57277ff6 c0f02acd0ecd203c 3e76517d345dd535 cd7d399a7c1fca18 ec9451a08f2ec536 7f6eecebc50deecc 200ba08892e2ddce f86ea1a3985e0025 ac9ede61924efe74 0416c0d55ead1be3 389bf53ce371155d 02a01bacab1183ba 1bb090e70dded97a 959b12252cb0d2d9 bb5b1dd17adfcf1e 5e6b69624dd7027b df70afd1d20104c6 addb1fc000d3969d 73afbf88cd158229 f4d76b05826c337f 15810641e7c0099b a8c068a818dd5762 15baefe3bc354c98 8978105a7ad2c14b d01a39db4095b846 1396172f38ca8461 ac053dfd5905f45b 56814647f0dc8c59 c975ab73a84ed0cf d3f539fbd5e8e6bc 150e159e9ce1d19e dbb8c88fd9f04dfe 0874626f5bc2cce5 1b13aad7b551717c 60023c3e8cdd1ac0 3c4067e115e1dea7 f7bfcdcba2475eed a218c4ec756d4d95 6d7db7717bda383b 403762ef31e2413c febee63f8065dd5c 3c8c0d1b7c8d841c
pcneCVVTF9vzf3cJ,f9c465a1ff00ab21 e5a7a1623a38c7c7 be336bbaf4b38905 316fc189c58b0840 ae53c74918cb0c11 1ea8af553877f8d5 94f7644753c4dab1 4734902b39c3248c 6fe8bdf547ec3b2c f7b2b02df58bf482 1a8646da32d35fa2 56766dad9cdd9673 3d40e3b805eeec34 ed209c891117ddcb 08d2bd20096edb73 301eb8d32e6296ab 5005f21319d53713 088da58fc1e74f3f 9998941845b820c3 b583d82038331186 fc08cc9329bac330 35713b5d70c6103a ec1d74c0cce103e5 d0b161bd710e0f42 beddd6a067ebe10d f55c5d482488c98f 107d2ed79c5397d0 e0a6417dff5a36b8 ce262310b6833afb 17bf5c701aff9a74 7976df75354ea0c3 17faeee200add8bb 9608f7ecf7d1129d 1ff58dfff784c834 a852c5fcc00039cc f79f9800afdd6122 54bfbfc0c3b64d09 d6185e250c48fbb8 3d396b5ed716b453 cb33a39d05503ccd 70a141218d3c03d0 a4be891a21a4dbae 32706eeda3a0e816 a91f06b46ce8f901 d66892aca56d62b1 d45c908284f0d1e0 05efbd5fe26f59e2 b76eba2c45f3fa33 03c15303914160fd 5ae7643e4af6f22a
8GyLBhZOpVK1oHoc,724f9d9d970451a0 ba6d05f951e64eb1 e97400aab975bbad d39790912a40ab28 9bccc0985844e4d6 785e414c2a8ac83a 74692003dfdee8dd b5eec17d1b64536f 463313b67ebeaa0d aa361065014adcdb 9723198c13e6eb64 5f8e394b4143a573 ccd43cfd84dc0dac 8b8f16d69aa2157b 44540eed6c50ae28 d19aa4dd420bd7ef b2fafd8162933b79 b09e34d68c47b23d c58308e925121efa 64d1d3adb5fcba76 febe164a9f1232a1 325cc1e465a8e5eb a1fc5d26988d9f7e 8fcb50c44a8e5157 97e2edc01ec519c3 ff8ff17e66153183 3ae2ef2fb24ab647 0c83d7604a5b9c49 beacfdea154159fe 0d46bad3aa1c7551 902dcc31114d7190 0f9f269ce5fca6ad e1fa898744c9a9fd 0d7ae5adea6d520e d7bd7178c999d34b cb9769453bac8199 41b9cb47ab574a68 e41aa84159251bdb 7a11b66e102b1790 3abe6c46296b82a8 930472e565df09ff 136f89af08c663b7 b9ab52c1bf8433c2 a18b21f3fcda5c97 f87fb8e416a7a05c 47fa5890211fec17 3c3d4203c0505cf8 34f2d0702a399a9d 9bf406d5a8f20de6 c4c769c4aa8cd0c6
1T5DBnD1gAOT2Sc3,e4c5bd8b1676fde9 a5716e43105bf8ce 0b1a94f9fd0d1270 fe8401c85e02759a 4fc700a91df1b603 6a18492021d826b4 1a95d0ee694444f8 24d75cf505d958c6 148001d9ee1126b7 596f3cde61ce0119 e9db03ee75c95e76 82070d0232714812 6ab5178ce5bb06f9 61fa031706e4ff28 801d48ac0a522b7f 9389f61be21b90ed 720d162fd7b056f4 945b85e4b64f6dce c6e0496aa0cb9496 ab6ba61908ab6161 5e76facc6d07241f 09f7c55fc5e2c029 ff5be4caea03afb8 ea0f5101a883af2a 78ebcefb740dde0b 75057ea31a92b4be d938147a622fae04 5a67c7bc4f07f71f 902432d9990e7f17 f14e6065abdb4ff1 ba9befb83b323b85 90aba0b0861aadb7 11430797af12f0d7 c0eb3c281d4043ac ece3a46a425bfa22 1e79d591599247a5 162cd20f9b2b9ede 3789c54c06451bee 0b240b470bd00614 fb198303e7dc9cb8 f764da1746afbd78 52cdf2ac6a76b629 b1191784c261145c 3de5ac438222660d c49c174630a044a2 118d7039ad862c30 c80e665a24268a20 2f85179eaceb5470 c89685ced595385a 4e771a7e7e7f8830
TOwrHQ9rk1xAs6r5,f5062ec96349f31a 16078a697efa7bfd 251a6bc953d0e46c aeb0d4439505ef57 e33212f8d229df52 ebf0dbce40f5a772 1630fc2b5271598e 062ee0785406411d 8ee09171b9e6e6d0 73e9b42c2ddd5a8b 90256110bb269ab6 41471d9b164ebf92 6c92ba94856dc14f f573b84a78710a9d 09f158a06556dd98 5790781dc742ce2a 507dab9fcf9e17d9 f0bf21f64d2e413f 578de606e3636915 d063ad994e357dce ed7880bfbf2795f8 af5a958dd58dec82 7b06683af52fcd7e 1567ef3d9051d622 b11cec78aed6f81a 32d0ebf23288ca1b 21b03d048bdecf72 148acfdfc9e06e15 7c00f51b95f5d09e 48dcd360c1348e08 79fc0b22b735ceb6 dfefa695376c5c65 82dc644950ce0c60 8ff0da558dc0778d d13ad3c79c509a13 37ea977402d1b725 a0d4926ac9c67864 f4ee239c3fa66b4d af9e3d61296e4f8d 9f1ba06485811342 0f8b0a860191e451 74c2925a66d995d5 d989730e553fbbbb 32c039fbeba966f0 aa583483ad939d63 6aa1b12b9e7ac1b5 7312cec9ead7fdb2 253195da6f344bdf a827d0d1c109f315 4b0cdb1379f89bf3
Zrn1ITAQIxpvQut1,b658f41bfb3364eb 3763384fdf72f35b b58795dd3115d22f 0ebcc48a0d314c9b 0b8bd944223d5211 84efca060f328f6b ad06570fad21e5e3 e66e007d96e3fafa 5e5204e376b81052 8e8b349c270fb80f 0cac6a69ea547fcb cb1c669d33dec571 69d09cc4efffc9fa ce00876fcc3c166d 0752c6f24987653f 5a0f4d9b5bb62969 2f3536991e6a631d fdf2ad76fe974eed ce524f438c1d1c41 20c9d5e2a72bfb83 cf4355c1dbbbe3a7 55fb0ec58fe1a0df 421203d933ffad86 58cc305151b3a734 5f1bcf4c5aeefc6b 9d01b442a77fed7e a7d977f153a7743d dc5fccd092881ec7 d18ed2c2f5e7310a 977c0377861ad69d c90c1a6f31ce279b 5ecb3a46d2c9328f 5429874503775402 04b3e4ba578d44fe b14259d739775b62 69235b37e726a56c 4af954557fd99f8f 3c9ad9f5c399da3e 37721be3121c2eb0 635027d18aca35b3 e73b7ec5ecb04373 2dd385747e728e20 0a80f651678b0e02 c9a13dc39e028ff7 6696580fcfdc8511 67ecb9a52be2f10c 25fb9ce1e1379fb2 64ad665bf86e92ba 212170db2bce8cdf d8bfb56ea1bfe7a9
Y7gTayCa9WrwZycY,3eb9694c51bf25a5 c283758c8e48234e da8ee2683f4132e6 84547bd00c0a2654 c8310c5c7a630117 558532cc09a3a5d8 e6b7353a9b3a413e 41aa3d22df97b7f0 65d2bec5a4b09818 7927240ec7dc4cf3 697fda859c800781 ed89f7888672e6b0 c0563c9c753fe521 919761e05ff9239d 9b446c22dbf136c3 7cac626d2f19c566 5fc2c8c2f8fc11c8 fc1aab9bbf415fa9 6e4c6c23b8ff7967 e739f2bfa357cf60 445b329fea86fbe2 284fed793230cc72 e6bf1093d9ff5562 ec1dd10dffd457ff 4984576c3b0f21ee 7321a2a66d4d9502 25f12c90ba416378 b639a6257e4c4858 aa605508b56fe92f c0bb79faeb214256 62605789b14eb30e 48f5425bb4b6b7d0 3d8db743111fdc83 6ff5ddefd3b855ec 3f33c708526d1eab 5f488d8bd1a07115 3ffd8775a5f00911 0059f485ff316d84 7235ff825591632a e6b66d11fa60cab7 de8a1af1d46e26d3 981944fc787700fb b5aa2a3466e25520 6384ebe98ab351b2 39d7d953a13b6390 82cfb3fb4238049b 3029ad6e77472fde f8de98da6fd08661 c7981b7d78845fb6 362d32e092bbe95a
VVMzWYXevP14CyJz,e4263be1ff5708e2 022ec4f195104e70 5e2de636c4894a83 ae88123e74295ea7 766b0e01709cac8e 4c20ace4ea4ebd79 4e5f5f59d35554f1 95389949d7c9d69b b353c9ee9b3443eb f715a430233c7a55 325324af42e40130 13c2f3b71761a581 8a8f03fc4f649b8a 85cc583dd675ca82 9351b8e927441d03 77217df6f4d16704 239be4bc768323c8 7c415a1dc9aee013 bb11194d3b6924fb 56ac23437a3d0412 66e67aec40fd9eee 4aecf74bd25c2e1f 249b365f424cfe74 2975935495666d40 09ab00748a724edd e125c2d2153c9591 4e312d5c9d02c192 5763a56fc7a92793 01d771e4423e1c05 474d17afb6038678 dac530f123b71d8d 81dcd1a234cee531 9c4b713354f8894d b00400f961853e90 a4eaa0f9486384c6 3021e14fbe9c11f2 cd651ec922baee81 faea54b4ef8920ae ab95171b75d1c836 b35c0001f0a33d2a 85c61fc6df702484 ba26b068a38f4e38 64923ab82a28bd9f b14f3c057911f76c b09c368ee6058c21 1fd42574fd153e8e 67249b4af37f1704 6be74d0c4ba16cea 7d587426d2569076 91fe22277b9cfd42
j9e516VaxeOLjJFv,99818b2b95afb112 4891c9709430daf6 cf5ec66c420d1ec8 1177869b7f9d3361 7c39bb02905c6d86 88a9a1a58cce85a3 c4ec36a921f97488 68853f99730318eb fb36db480267f27a d1fb7f86bebd1ba3 d769bffa0293bd6a 115216378a22e765 80d519fe9c52fd75 048e4d1ae179f41b 029926e280624fb7 c4c14bd770dc80b9 778103b36243ef3c e6eb06e33e8104a8 3c274f5bc80b711b c75eee5c787f20db 104f687a2f758e3e fff3dbc64f2a9bb5 0f58e246bd659012 598cbd91872fe87c b05ba265c4994fde 69fe9e349ac1c090 84edfeae48672383 b2f28f16e2421132 47e6300e76615a03 a944f7e1fb47fb39 6963b99879b2ca4e dae5fd3d87c1fa88 00baf1981345ee4e f367e0ae56ba237e 5e9ea182bd3d32b8 2ad9a4293764288d 5cdc8246a55b4232 4b25b56c2a45a348 e06e5b6af1af7f6b 2d9d264c254c8979 99c8b9bf9a3dd0bc 211e80452582144c d6794d1d611ad428 c828c50761791de3 4afc4199eb2af4eb eb6f811a51edd3ed b43c87e1b11e533b a90c5773d02884c0 722debe3d163ce01 d4c9b2703a918e45
Cj9t9ItVZuVTIekg,c34f08b3a3387702 88540531487463b6 cab491badb21eec1 fc37a30c4abc7182 f1246132f54a51ee 5875729c22b6b975 da8e50dbc2fa8f23 f598097e06fa374f bcc2496326dfeb46 c41c05f93feaa817 067123c0364b5e9f 7ae30df0dc190044 2347c22b0da1a133 526190b69d54a96b 733668618f33c10f a64a8a34560c5cb0 0afed8db7ccce382 b395ce9cd8051c3b 5ccd5bb773ed443c eb5aabe02f87b9ff b32d68ee58c9277e 1e25e400982da934 4766f7e936283bf4 7be63485f71a8c45 6c70a754954a31ff e13171fb2cde07c0 4130967460b90589 d272e755828bf70b 5c5ffa929e001811 e51cc0fcbe9d0932 4f9ad4977cfece2c 021964e38bed7c3f 58557c79395f8226 83fed9c71f4054ed 9b497e5a71d32f02 d0bf738e9056d35e 05d2cd5f312fb219 b66abb909baa14fb c45b6b4515ff567a 4bfb4869faedbd6f 08dac2cd821bfa1a 3154d10823c91567 3ea79123a527612d b2e78bae5a43b141 4649f16e5e392c30 b63b6a44018613c8 58410446d47b3e5b 60b38f267a54e6db a7c6e3100f0f354d 7a222bb6de977f6c
J8qXa4Ac8jy2EO7P,bf727ee78a7dd75c f140c0fbdc9b2345 c95a2619a65940e5 264c2c0a1731e2ca 5646c709855521fb 86329dbf96d412c3 ee1d63d4cfc965ec 101c91a38b85540b d137e88a9c835694 9bc2013420f49ba4 1f6954f83977402b 57d64c355dfff2aa 53e9ed5d7274c3ab f794a9be5cb2c84b c7f6d25732aef9b6 90be51b9704b0a81 14337fabcf8ee24e 03b30d235439ca02 c1df81253d021600 69e99bc5bc154e55 641ff2ad5d816b94 40a52728cca064c9 85148061f5b594c2 87d622f55d094457 ae7c03816e560eff cdd08adcc28025b8 9da685436a32d0ee ececca4366d73387 c7b893e6ce238a20 c7c4fadddb5a34ea 03f4758aabc54004 ee851b497892c53a cbc35764e086d6d2 aa73f1f1bbd28392 e7293f903f2cb76f fc2cd0d8d226c4fc 52c1c4af514f3262 00bfba10ff7c260c 5b2ec305291e62b4 5efd904050a07284 dc6d1eb33a80b662 f950186f25752edd 161d3ff77bce3b4b 1aed32feea410469 bcff0ba51f1b7ade b56f4649815c7d9c 82237f5185dcd9b9 cf34d4dcb9491f47 ea29c08cc4b6d245 c190c902800778f4
CzkQIAKTeWZbXO5e,2e56aac6c3631389 20949310aa7d18b2 01346d7ab677a006 90ca0ea2a53ee04d f9949ef49168ffb6 cf00805727f3c1df d7eed8775adc0ba0 d16c6aad87b0dd06 ffb79ea3943662c8 f7129adee5c58271 eee1a3ccabea8e5d d79b58fec1add8c9 d1f6fbdc01dad1c3 729b82165450eb99 8c701d10e55df960 0e0bf288ff44dc3d 24dcada9402c5760 1fbd8eabfdbd4e18 0622457858881bfa 631e399da3cac8fa aa9e701f81fc28ea 09bd099d65241e88 9bdfdcd2af8563de ab5b5ba8f1cb89be 2d4cf41b40e79793 38c5b2e1ad821947 0379f593b36a1dd8 6653907c8b6f7c72 3367eb628d408f13 5e6990c777ec0d90 e1d193c5f64dfba7 12594babb482517c a8524bacb7fa6253 31a2c9b8ffea389f a234a719880fd744 2c6b5285b7190531 ce42b5f35d48e553 ce7523dfe05215a7 b73cf40726633654 cd22f02d9b107f02 233b9a944ae2c5e3 15ddeecb930d4f8d 82fb386a5b47b741 56cd81bbc4677a4c c2a68365efd026e5 ae03c142e97cbf03 136dbe6a5bfd90b9 00e80813cb90bd8e 67c4bcc9c55da51c 18e40dcee35f8a19
4sZmLtWMv4WO4zS3,51cb6bffd04ed360 8fa12135240847cb 3813587b43ce4430 fc08ac9e431b6a52 1bdd51012b79b282 59a977905d417b6a aee171b560d980d3 ac8210d6318add9a f040aaf4b76953ab ef7cf0cc8e6e4526 c324e1e2eca2dbfe 5b7430b119e06ec6 b29e0ba187ea1f6a 490023c8376b5e57 0d93462d5ffe4734 912474e46f93727f 05022da1e059b872 001581e2fff37e38 5ae2237abf6b91af 1b45347d5825518e 8293dbe6a4f4b4bd 1e05fe1ef2eef6cd 2cb9329d5efcac5b 436c8d76f7ef2333 2045003398300ba2 e140564546ecb58b b19b6f60bcd4de63 311d31b73989e1bf f0471699a61ca6d4 e156b3fe77cb89bc 008778c0e6bb2fb2 d4027a60a4f8bc9b dbf9485af2ba6fe1 e4786e3d559ac8b8 9050c0a007229ea9 ca7e63fe1c2d1378 056e76b108c95fdf 2eb4f872832afe41 99c6e932dcbad5f0 40c8c50010239277 879cf5a3734ea3d2 6580227a67749b61 d22a7c3350444706 d9d9edfced6bd405 7cf3d3f07fc2912a 46aa9e5889a6853b 36fc18b85678be80 40e793e583d6e5dc e537704cda85f7a7 86ac06c826918dfa
3sMjQpuU4AOGJsXI,d8ca287f817c4a70 e5d723bdb2f1f0ae 1671beddbde84a5b 777df1172db2a275 1945e99023d43477 808dcc1320f0ff29 5527bc32fd2b53d0 73afaac32fc6dfbf 30f1141523433b95 0a9f10ff5cd00f9b 978c0afbf6caf818 52362c2a1af8969c 7cba691b116f7031 604fea72649878d4 6f525c14dcf7f26d 4a1db8817e438c7e c448dc95831f0191 199cef8ada6f1f26 bc676476b1cfff31 18269ba623ba421b a049fa83ca254311 0c73423ac069857a 9cd2638f115bc1f2 a4c2aa72b238a3cd ec70de3a8b32b24f 95c33499439af5ba 679794169dcf2048 d11066a767e2320d be74f9867d18e9e4 b7e3730721a401e3 6836a178ecf94aa4 752a2b1f2633fcd4 f95d69169667881a 5eeca82afd9250f4 5ac85ac00cfa19c4 85797546e5445da7 0de0e73e34f04cfa e94e07a772259acb fe41a8e263bd2df1 c9d99e69d3c72cda 25b548db9af1437c f4a58e35d788a931 3033304749f29843 8ded0a8c48b240b1 1bc30186e39d0234 638f060de4b15993 3f79d8eda0b5b8e1 573562590b873f60 3c6d5350f9f8f387 cca96e4b1bb011c5
fGoQGAhiMLUMXH20,47a5d666fbdc789a e79b5b7009274ac8 ca040dd7bb92af51 80aacaa71af918b0 962ccf5b61697e37 8b7231d6f146b222 d0f51e8ca807ee1e df280a9876441764 348dbdfb92f770ef 075b1776349e78ae eb3f40438c3ddc3f 675f27a7b8bc0072 733a77e2746c48a6 7225f8f349144dce 9e8ad73c6c399f60 ccf827ca35e2e07c 56df2ba7b3055ada 38d8e506f559a9ba 84a4334006e397a1 5c06e4551713472f 73b6565057144406 c6cf77c8b0ec63f9 1da7dda9bd69b20d 1559d0229d548cfa ceeef16e8fca82d9 7f628a0c3028ca3e 0712c7a8465f2e6a 091ff0bf6e7b53d8 27158c36eb0b4b0b 3827d6c9097e68fa ba4dadf73646600c a1fea712a0959217 1c5d2a382691c3a1 d0574b08bf239c4a bc9ccfdf708e96b4 3a4aa4c5dc9e6a19 7aa2c42809f9a339 f80697007de9da2b deb5554db5a51008 da2b71b3098ae395 f1bf80f51723ad76 503944cd3eeb80d4 79a7275e1af7b954 3634a5f8daffe4d8 d0db7a990d61b9e2 ae56b61453ef8439 ba2121b34756791b fb6cafa7edc6918f 725dd8ac7b598ff1 23781026a35fb82a
